Country,Crop,Soil Type,Temperature,Season,Category
Eswatini,Carrot,Clay,14 to 38,Monsoon,Cash Crop
Eswatini,Carrot,Loamy,10 to 35,Rabi,Cereal
Ethiopia,Banana,Loamy,19 to 30,Kharif,Cereal
Ethiopia,Sunflower,Peaty,13 to 28,Kharif,Leafy
Ethiopia,Soybean,Saline,17 to 30,Kharif,Cash Crop
Ethiopia,Wheat,Saline,17 to 34,Kharif,Pulse
Ethiopia,Garlic,Sandy,14 to 38,Kharif,Fruit
Ethiopia,Pumpkin,Saline,25 to 35,Zaid,Leafy
Ethiopia,Onion,Clay,22 to 35,Monsoon,Pulse
Ethiopia,Cabbage,Silt,18 to 30,Dry,Cash Crop
Ethiopia,Linseed,Loamy,10 to 31,Zaid,Pulse
Ethiopia,Coconut,Loamy,25 to 33,Winter,Root
Ethiopia,Millet,Silt,12 to 31,Winter,Root
Ethiopia,Blueberry,Peaty,11 to 33,Dry,Cash Crop
Ethiopia,Zucchini,Peaty,12 to 26,Winter,Cereal
Ethiopia,Turnip,Silt,22 to 28,Summer,Vegetable
Ethiopia,Turnip,Chalky,15 to 30,Monsoon,Cash Crop
Ethiopia,Okra,Chalky,20 to 29,Dry,Cereal
Ethiopia,Sugarcane,Peaty,13 to 26,Monsoon,Cereal
Ethiopia,Oats,Chalky,24 to 29,Summer,Cash Crop
Ethiopia,Pumpkin,Chalky,10 to 34,Summer,Cereal
Ethiopia,Coconut,Chalky,14 to 26,Dry,Cereal
Ethiopia,Peach,Chalky,19 to 37,Zaid,Fruit
Ethiopia,Sorghum,Clay,22 to 32,Monsoon,Fruit
Ethiopia,Linseed,Chalky,17 to 34,Kharif,Cash Crop
Ethiopia,Artichoke,Sandy,19 to 33,Kharif,Leafy
Ethiopia,Teff,Chalky,11 to 29,Summer,Vegetable
Ethiopia,Wheat,Sandy,13 to 30,Monsoon,Root
Ethiopia,Beans,Saline,24 to 35,Kharif,Leafy
Ethiopia,Turmeric,Clay,10 to 36,Dry,Vegetable
Ethiopia,Brinjal,Silt,10 to 36,Zaid,Root
Ethiopia,Cocoa,Loamy,19 to 26,Kharif,Vegetable
Ethiopia,Sorghum,Silt,17 to 31,Rabi,Cereal
Ethiopia,Mango,Chalky,14 to 38,Dry,Root
Ethiopia,Tomato,Loamy,25 to 26,Dry,Cash Crop
Ethiopia,Rye,Chalky,20 to 38,Kharif,Root
Ethiopia,Rice,Clay,17 to 26,Kharif,Root
Ethiopia,Beetroot,Sandy,19 to 32,Monsoon,Root
Ethiopia,Maize,Peaty,21 to 38,Summer,Leafy
Ethiopia,Beans,Sandy,15 to 34,Monsoon,Root
Ethiopia,Quinoa,Peaty,19 to 37,Winter,Cash Crop
Ethiopia,Flax,Silt,17 to 35,Winter,Leafy
Ethiopia,Cranberry,Saline,11 to 27,Dry,Root
Ethiopia,Melon,Silt,16 to 27,Winter,Leafy
Ethiopia,Carrot,Loamy,14 to 29,Dry,Fruit
Ethiopia,Cassava,Silt,25 to 32,Summer,Cereal
Ethiopia,Avocado,Chalky,24 to 35,Kharif,Vegetable
Ethiopia,Pineapple,Saline,14 to 32,Monsoon,Cereal
Ethiopia,Linseed,Clay,12 to 28,Summer,Cash Crop
Ethiopia,Rice,Loamy,22 to 36,Kharif,Fruit
Ethiopia,Artichoke,Silt,16 to 28,Monsoon,Cereal
Ethiopia,Brinjal,Loamy,15 to 27,Rabi,Leafy
Ethiopia,Tomato,Clay,23 to 35,Winter,Leafy
Ethiopia,Peach,Loamy,23 to 28,Winter,Cash Crop
Ethiopia,Onion,Saline,11 to 31,Summer,Root
Ethiopia,Peas,Saline,14 to 26,Summer,Cereal
Ethiopia,Pear,Silt,22 to 28,Monsoon,Vegetable
Ethiopia,Lentil,Peaty,25 to 28,Zaid,Pulse
Ethiopia,Tomato,Sandy,14 to 36,Monsoon,Pulse
Ethiopia,Pear,Clay,24 to 33,Winter,Root
Ethiopia,Maize,Chalky,16 to 33,Rabi,Root
Ethiopia,Garlic,Sandy,14 to 28,Summer,Root
Fiji,Turnip,Saline,13 to 38,Kharif,Leafy
Fiji,Cabbage,Peaty,15 to 30,Rabi,Cash Crop
Fiji,Coconut,Sandy,25 to 30,Summer,Pulse
Fiji,Apple,Saline,15 to 33,Winter,Cereal
Fiji,Onion,Clay,23 to 37,Winter,Vegetable
Fiji,Pear,Saline,20 to 26,Rabi,Cereal
Fiji,Peanut,Sandy,11 to 26,Winter,Cash Crop
Fiji,Cranberry,Sandy,20 to 28,Rabi,Root
Fiji,Maize,Loamy,13 to 26,Zaid,Root
Fiji,Onion,Chalky,11 to 36,Dry,Cereal
Fiji,Peanut,Chalky,24 to 28,Winter,Vegetable
Fiji,Cotton,Clay,12 to 35,Summer,Leafy
Fiji,Millet,Peaty,15 to 29,Zaid,Vegetable
Fiji,Mustard,Clay,16 to 33,Zaid,Root
Fiji,Sesame,Loamy,11 to 35,Summer,Pulse
Fiji,Sugarcane,Sandy,12 to 26,Rabi,Leafy
Fiji,Rye,Clay,21 to 29,Zaid,Cash Crop
Fiji,Radish,Saline,20 to 37,Rabi,Cereal
Fiji,Teff,Silt,15 to 30,Monsoon,Leafy
Fiji,Wheat,Sandy,21 to 29,Kharif,Root
Fiji,Rice,Sandy,14 to 28,Kharif,Fruit
Fiji,Cabbage,Peaty,16 to 32,Monsoon,Cash Crop
Fiji,Cranberry,Clay,16 to 35,Winter,Root
Fiji,Peas,Sandy,25 to 34,Winter,Root
Fiji,Cabbage,Clay,22 to 33,Rabi,Root
Fiji,Pineapple,Saline,13 to 27,Monsoon,Root
Fiji,Papaya,Loamy,17 to 31,Zaid,Cereal
Fiji,Sesame,Saline,12 to 32,Winter,Leafy
Fiji,Radish,Clay,22 to 29,Dry,Root
Fiji,Pineapple,Peaty,17 to 33,Summer,Cash Crop
Fiji,Mango,Clay,18 to 34,Monsoon,Fruit
Fiji,Papaya,Chalky,17 to 38,Kharif,Cash Crop
Fiji,Beetroot,Peaty,16 to 28,Summer,Fruit
Fiji,Rice,Saline,17 to 31,Rabi,Root
Fiji,Coffee,Chalky,19 to 38,Summer,Fruit
Fiji,Lentil,Chalky,16 to 38,Dry,Vegetable
Fiji,Fennel,Sandy,23 to 33,Winter,Leafy
Fiji,Strawberry,Silt,11 to 29,Dry,Root
Fiji,Pear,Chalky,14 to 35,Summer,Cash Crop
Fiji,Coffee,Sandy,13 to 34,Winter,Cereal
Fiji,Lentil,Loamy,20 to 38,Winter,Pulse
Fiji,Rice,Loamy,13 to 34,Monsoon,Leafy
Fiji,Flax,Peaty,19 to 28,Summer,Leafy
Fiji,Spinach,Chalky,23 to 34,Winter,Vegetable
Fiji,Garlic,Sandy,19 to 31,Kharif,Leafy
Fiji,Flax,Peaty,15 to 27,Kharif,Root
Fiji,Avocado,Saline,17 to 33,Monsoon,Vegetable
Fiji,Apple,Loamy,16 to 37,Winter,Root
Fiji,Teff,Loamy,23 to 33,Kharif,Root
Fiji,Maize,Silt,14 to 30,Monsoon,Leafy
Fiji,Fennel,Sandy,13 to 27,Kharif,Cereal
Fiji,Zucchini,Peaty,24 to 27,Zaid,Root
Fiji,Linseed,Saline,16 to 30,Rabi,Root
Fiji,Sorghum,Silt,12 to 38,Rabi,Root
Fiji,Papaya,Silt,18 to 33,Zaid,Leafy
Fiji,Avocado,Peaty,17 to 31,Winter,Root
Fiji,Onion,Clay,14 to 32,Monsoon,Leafy
Fiji,Tomato,Loamy,14 to 38,Monsoon,Pulse
Fiji,Wheat,Peaty,11 to 32,Winter,Vegetable
Fiji,Coconut,Clay,25 to 26,Winter,Pulse
Finland,Grapes,Sandy,12 to 31,Rabi,Leafy
Finland,Peanut,Silt,14 to 33,Summer,Root
Finland,Beetroot,Silt,14 to 28,Rabi,Pulse
Finland,Peach,Silt,17 to 28,Kharif,Fruit
Finland,Avocado,Silt,21 to 30,Dry,Root
Finland,Peas,Peaty,10 to 38,Kharif,Cash Crop
Finland,Cranberry,Sandy,18 to 26,Zaid,Root
Finland,Plum,Peaty,25 to 29,Winter,Cereal
Finland,Tomato,Silt,15 to 31,Rabi,Cash Crop
Finland,Rice,Saline,22 to 28,Rabi,Cereal
Finland,Beetroot,Silt,15 to 36,Summer,Leafy
Finland,Potato,Sandy,24 to 29,Dry,Vegetable
Finland,Orange,Silt,23 to 27,Winter,Cash Crop
Finland,Carrot,Chalky,13 to 28,Winter,Cash Crop
Finland,Ginger,Saline,19 to 38,Monsoon,Root
Finland,Turnip,Sandy,21 to 32,Rabi,Fruit
Finland,Rice,Loamy,22 to 26,Summer,Root
Finland,Millet,Silt,15 to 38,Winter,Vegetable
Finland,Ginger,Saline,18 to 30,Monsoon,Cereal
Finland,Peanut,Sandy,19 to 31,Zaid,Cereal
Finland,Beetroot,Chalky,22 to 34,Winter,Leafy
Finland,Millet,Chalky,13 to 36,Monsoon,Leafy
Finland,Avocado,Peaty,17 to 33,Winter,Leafy
Finland,Beans,Silt,25 to 31,Summer,Leafy
Finland,Tomato,Silt,20 to 28,Zaid,Cereal
Finland,Oats,Silt,16 to 38,Summer,Root
Finland,Sesame,Silt,14 to 36,Dry,Root
Finland,Cotton,Clay,11 to 31,Dry,Cash Crop
Finland,Oats,Silt,23 to 37,Monsoon,Cereal
Finland,Sesame,Saline,17 to 26,Kharif,Cereal
Finland,Mustard,Saline,18 to 33,Summer,Root
Finland,Peach,Saline,23 to 29,Monsoon,Leafy
Finland,Cassava,Peaty,10 to 32,Winter,Fruit
Finland,Maize,Saline,18 to 36,Monsoon,Cash Crop
Finland,Peas,Saline,21 to 38,Rabi,Leafy
Finland,Okra,Chalky,14 to 28,Zaid,Root
Finland,Avocado,Peaty,12 to 26,Winter,Cereal
Finland,Mango,Silt,18 to 29,Winter,Leafy
Finland,Turmeric,Saline,10 to 27,Dry,Vegetable
Finland,Sesame,Chalky,14 to 36,Dry,Cash Crop
Finland,Zucchini,Saline,20 to 33,Zaid,Vegetable
Finland,Turmeric,Peaty,22 to 31,Kharif,Root
Finland,Beetroot,Chalky,18 to 26,Summer,Fruit
Finland,Blueberry,Saline,18 to 33,Dry,Fruit
Finland,Coconut,Loamy,24 to 33,Zaid,Vegetable
Finland,Beans,Silt,24 to 26,Rabi,Vegetable
Finland,Cotton,Chalky,17 to 31,Rabi,Vegetable
Finland,Cassava,Silt,24 to 31,Monsoon,Fruit
Finland,Linseed,Peaty,10 to 28,Rabi,Cash Crop
Finland,Cassava,Silt,19 to 38,Summer,Fruit
Finland,Oats,Saline,14 to 35,Kharif,Cereal
Finland,Garlic,Saline,20 to 31,Summer,Root
Finland,Melon,Peaty,10 to 35,Monsoon,Vegetable
Finland,Maize,Clay,10 to 33,Kharif,Cash Crop
Finland,Potato,Silt,10 to 38,Zaid,Leafy
Finland,Cassava,Saline,20 to 36,Winter,Leafy
Finland,Brinjal,Sandy,24 to 30,Kharif,Cash Crop
Finland,Papaya,Peaty,10 to 36,Rabi,Pulse
Finland,Cocoa,Clay,25 to 38,Zaid,Cereal
Finland,Quinoa,Clay,21 to 38,Monsoon,Vegetable
France,Carrot,Sandy,14 to 34,Summer,Cash Crop
France,Turmeric,Chalky,13 to 35,Monsoon,Vegetable
France,Teff,Chalky,11 to 38,Dry,Pulse
France,Cassava,Silt,19 to 26,Rabi,Fruit
France,Cassava,Chalky,13 to 37,Rabi,Pulse
France,Potato,Peaty,20 to 36,Zaid,Pulse
France,Strawberry,Silt,16 to 28,Zaid,Cereal
France,Carrot,Sandy,16 to 31,Dry,Cereal
France,Avocado,Saline,10 to 38,Dry,Fruit
France,Cocoa,Clay,13 to 31,Summer,Cereal
France,Turmeric,Saline,17 to 29,Monsoon,Pulse
France,Mustard,Silt,19 to 31,Summer,Pulse
France,Barley,Sandy,13 to 34,Dry,Cereal
France,Lentil,Sandy,15 to 32,Kharif,Vegetable
France,Papaya,Peaty,21 to 30,Rabi,Cereal
France,Artichoke,Silt,14 to 34,Monsoon,Cereal
France,Spinach,Sandy,23 to 30,Rabi,Vegetable
France,Pineapple,Clay,12 to 36,Zaid,Cash Crop
France,Chickpea,Loamy,21 to 32,Zaid,Fruit
France,Rye,Loamy,16 to 31,Winter,Fruit
France,Fennel,Peaty,12 to 27,Winter,Fruit
France,Sunflower,Chalky,10 to 38,Winter,Cash Crop
France,Cotton,Chalky,14 to 28,Kharif,Vegetable
France,Carrot,Peaty,19 to 31,Summer,Pulse
France,Brinjal,Sandy,16 to 34,Summer,Cereal
France,Rye,Silt,15 to 27,Summer,Cereal
France,Garlic,Peaty,15 to 30,Dry,Vegetable
France,Rye,Peaty,23 to 34,Winter,Root
France,Okra,Saline,20 to 26,Summer,Fruit
France,Coffee,Peaty,17 to 31,Kharif,Cereal
France,Rice,Sandy,15 to 28,Kharif,Leafy
France,Oats,Peaty,10 to 30,Zaid,Pulse
France,Pear,Silt,13 to 30,Summer,Fruit
France,Artichoke,Clay,15 to 27,Rabi,Leafy
France,Strawberry,Loamy,22 to 32,Dry,Leafy
France,Sugarcane,Sandy,10 to 27,Kharif,Root
France,Rice,Clay,25 to 33,Kharif,Vegetable
France,Cranberry,Clay,23 to 31,Kharif,Pulse
France,Sugarcane,Loamy,23 to 35,Summer,Vegetable
France,Turmeric,Peaty,23 to 33,Winter,Pulse
France,Fennel,Peaty,13 to 28,Zaid,Cash Crop
France,Millet,Chalky,25 to 31,Monsoon,Cereal
France,Lentil,Sandy,24 to 31,Kharif,Cash Crop
France,Turnip,Silt,20 to 32,Dry,Fruit
France,Barley,Silt,25 to 29,Zaid,Fruit
France,Watermelon,Saline,15 to 35,Monsoon,Leafy
France,Spinach,Silt,17 to 33,Winter,Cereal
France,Papaya,Loamy,13 to 37,Summer,Vegetable
France,Blueberry,Chalky,25 to 36,Rabi,Fruit
France,Sorghum,Saline,23 to 33,Winter,Root
France,Avocado,Saline,14 to 34,Monsoon,Cash Crop
France,Peanut,Clay,24 to 29,Winter,Fruit
France,Coffee,Silt,23 to 35,Winter,Leafy
France,Sugarcane,Peaty,21 to 30,Zaid,Leafy
France,Cocoa,Silt,20 to 28,Zaid,Leafy
France,Blueberry,Peaty,12 to 30,Dry,Cereal
France,Ginger,Loamy,22 to 37,Summer,Leafy
France,Peas,Clay,14 to 35,Winter,Leafy
France,Cabbage,Silt,12 to 32,Zaid,Root
France,Orange,Clay,17 to 33,Dry,Vegetable
Fiji,Turnip,Saline,13 to 38,Kharif,Leafy
Fiji,Cabbage,Peaty,15 to 30,Rabi,Cash Crop
Fiji,Coconut,Sandy,25 to 30,Summer,Pulse
Fiji,Apple,Saline,15 to 33,Winter,Cereal
Fiji,Onion,Clay,23 to 37,Winter,Vegetable
Fiji,Pear,Saline, 15 to 26,Rabi,Cereal
Fiji,Peanut,Sandy,11 to 26,Winter,Cash Crop
Fiji,Cranberry,Sandy, 17 to 28,Rabi,Root
Fiji,Maize,Loamy,13 to 26,Zaid,Root
Fiji,Onion,Chalky,11 to 36,Dry,Cereal
Fiji,Peanut,Chalky,24 to 28,Winter,Vegetable
Fiji,Cotton,Clay,12 to 37,Summer,Leafy
Fiji,Millet,Peaty,15 to 29,Zaid,Vegetable
Fiji,Mustard,Clay,16 to 33,Zaid,Root
Fiji,Sesame,Loamy,11 to 35,Summer,Pulse
Fiji,Sugarcane,Sandy,12 to 26,Rabi,Leafy
Fiji,Rye,Clay,21 to 29,Zaid,Cash Crop
Fiji,Radish,Saline, 12 to 37,Rabi,Cereal
Fiji,Teff,Silt,15 to 30,Monsoon,Leafy
Fiji,Wheat,Sandy,21 to 29,Kharif,Root
Fiji,Rice,Sandy,14 to 28,Kharif,Fruit
Fiji,Cabbage,Peaty,16 to 32,Monsoon,Cash Crop
Fiji,Cranberry,Clay,16 to 35,Winter,Root
Fiji,Peas,Sandy,25 to 34,Winter,Root
Fiji,Cabbage,Clay,22 to 33,Rabi,Root
Fiji,Pineapple,Saline,13 to 27,Monsoon,Root
Fiji,Papaya,Loamy,17 to 31,Zaid,Cereal
Fiji,Sesame,Saline,12 to 32,Winter,Leafy
Fiji,Radish,Clay,22 to 29,Dry,Root
Fiji,Pineapple,Peaty,17 to 33,Summer,Cash Crop
Fiji,Mango,Clay,18 to 34,Monsoon,Fruit
Fiji,Papaya,Chalky,17 to 38,Kharif,Cash Crop
Fiji,Beetroot,Peaty,16 to 28,Summer,Fruit
Fiji,Rice,Saline,17 to 31,Rabi,Root
Fiji,Coffee,Chalky,19 to 38,Summer,Fruit
Fiji,Lentil,Chalky,16 to 38,Dry,Vegetable
Fiji,Fennel,Sandy,23 to 33,Winter,Leafy
Fiji,Strawberry,Silt,11 to 29,Dry,Root
Fiji,Pear,Chalky,14 to 35,Summer,Cash Crop
Fiji,Coffee,Sandy,13 to 34,Winter,Cereal
Fiji,Lentil,Loamy, 15 to 38,Winter,Pulse
Fiji,Rice,Loamy,13 to 34,Monsoon,Leafy
Fiji,Flax,Peaty,19 to 28,Summer,Leafy
Fiji,Spinach,Chalky,23 to 34,Winter,Vegetable
Fiji,Garlic,Sandy,19 to 31,Kharif,Leafy
Fiji,Flax,Peaty,15 to 27,Kharif,Root
Fiji,Avocado,Saline,17 to 33,Monsoon,Vegetable
Fiji,Apple,Loamy,16 to 37,Winter,Root
Fiji,Teff,Loamy,23 to 33,Kharif,Root
Fiji,Maize,Silt,14 to 30,Monsoon,Leafy
Fiji,Fennel,Sandy,13 to 27,Kharif,Cereal
Fiji,Zucchini,Peaty,24 to 27,Zaid,Root
Fiji,Linseed,Saline,16 to 30,Rabi,Root
Fiji,Sorghum,Silt,12 to 28,Rabi,Root
Fiji,Papaya,Silt,18 to 33,Zaid,Leafy
Fiji,Avocado,Peaty,17 to 31,Winter,Root
Fiji,Onion,Clay,14 to 32,Monsoon,Leafy
Fiji,Tomato,Loamy,14 to 38,Monsoon,Pulse
Fiji,Wheat,Peaty,11 to32,Winter,Vegetable
Fiji,Coconut,Clay,25 to 26,Winter,Pulse
Finland,Grapes,Sandy,12 to31,Rabi,Leafy
Finland,Peanut,Silt,14 to 33,Summer,Root
Finland,Beetroot,Silt,14 to 28,Rabi,Pulse
Finland,Peach,Silt,17 to 28,Kharif,Fruit
Finland,Avocado,Silt,21 to 30,Dry,Root
Finland,Peas,Peaty,10 to38,Kharif,Cash Crop
Finland,Cranberry,Sandy,18 to 26,Zaid,Root
Finland,Plum,Peaty,25 to 29,Winter,Cereal
Finland,Tomato,Silt,15 to 31,Rabi,Cash Crop
Finland,Rice,Saline,22 to 28,Rabi,Cereal
Finland,Beetroot,Silt,15 to 36,Summer,Leafy
Finland,Potato,Sandy,24 to 29,Dry,Vegetable
Finland,Orange,Silt,23 to 27,Winter,Cash Crop
Finland,Carrot,Chalky,13 to 28,Winter,Cash Crop
Finland,Ginger,Saline,19 to 38,Monsoon,Root
Finland,Turnip,Sandy,21 to 32,Rabi,Fruit
Finland,Rice,Loamy,22 to 26,Summer,Root
Finland,Millet,Silt,15 to 38,Winter,Vegetable
Finland,Ginger,Saline,18 to 30,Monsoon,Cereal
Finland,Peanut,Sandy,19 to 31,Zaid,Cereal
Finland,Beetroot,Chalky,22 to 34,Winter,Leafy
Finland,Millet,Chalky,13 to 36,Monsoon,Leafy
Finland,Avocado,Peaty,17 to 33,Winter,Leafy
Finland,Beans,Silt,25 to 31,Summer,Leafy
Finland,Tomato,Silt, 13 to 28,Zaid,Cereal
Finland,Oats,Silt,16 to 38,Summer,Root
Finland,Sesame,Silt,14 to 36,Dry,Root
Finland,Cotton,Clay,10 to31,Dry,Cash Crop
Finland,Oats,Silt,23 to 37,Monsoon,Cereal
Finland,Sesame,Saline,17 to 26,Kharif,Cereal
Finland,Mustard,Saline,18 to 33,Summer,Root
Finland,Peach,Saline,23 to 29,Monsoon,Leafy
Finland,Cassava,Peaty,10 to32,Winter,Fruit
Finland,Maize,Saline,18 to 36,Monsoon,Cash Crop
Finland,Peas,Saline,21 to 38,Rabi,Leafy
Finland,Okra,Chalky,14 to 28,Zaid,Root
Finland,Avocado,Peaty,12 to 26,Winter,Cereal
Finland,Mango,Silt,18 to 29,Winter,Leafy
Finland,Turmeric,Saline,10 to 27,Dry,Vegetable
Finland,Sesame,Chalky,14 to 36,Dry,Cash Crop
Finland,Zucchini,Saline, to 33,Zaid,Vegetable
Finland,Turmeric,Peaty,22 to 31,Kharif,Root
Finland,Beetroot,Chalky,18 to 26,Summer,Fruit
Finland,Blueberry,Saline,18 to 33,Dry,Fruit
Finland,Coconut,Loamy,24 to 33,Zaid,Vegetable
Finland,Beans,Silt,24 to 26,Rabi,Vegetable
Finland,Cotton,Chalky,17 to 31,Rabi,Vegetable
Finland,Cassava,Silt,24 to 31,Monsoon,Fruit
Finland,Linseed,Peaty,10 to 28,Rabi,Cash Crop
Finland,Cassava,Silt,19 to 38,Summer,Fruit
Finland,Oats,Saline,14 to 35,Kharif,Cereal
Finland,Garlic,Saline, 15 to 31,Summer,Root
Finland,Melon,Peaty,10 to35,Monsoon,Vegetable
Finland,Maize,Clay,10 to33,Kharif,Cash Crop
Finland,Potato,Silt,10 to38,Zaid,Leafy
Finland,Cassava,Saline, 17 to 36,Winter,Leafy
Finland,Brinjal,Sandy,24 to 30,Kharif,Cash Crop
Finland,Papaya,Peaty,10 to36,Rabi,Pulse
Finland,Cocoa,Clay,25 to 38,Zaid,Cereal
Finland,Quinoa,Clay,21 to 38,Monsoon,Vegetable
France,Carrot,Sandy,14 to 34,Summer,Cash Crop
France,Turmeric,Chalky,13 to 35,Monsoon,Vegetable
France,Teff,Chalky,11 to 29,Dry,Pulse
France,Cassava,Silt,19 to 26,Rabi,Fruit
France,Cassava,Chalky,13 to 37,Rabi,Pulse
France,Potato,Peaty,12 to 36,Zaid,Pulse
France,Strawberry,Silt,16 to 28,Zaid,Cereal
France,Carrot,Sandy,16 to 31,Dry,Cereal
France,Avocado,Saline,10 to38,Dry,Fruit
France,Cocoa,Clay,13 to 31,Summer,Cereal
France,Turmeric,Saline,17 to 29,Monsoon,Pulse
France,Mustard,Silt,19 to 31,Summer,Pulse
France,Barley,Sandy,13 to 34,Dry,Cereal
France,Lentil,Sandy,15 to 32,Kharif,Vegetable
France,Papaya,Peaty,21 to 30,Rabi,Cereal
France,Artichoke,Silt,14 to 34,Monsoon,Cereal
France,Spinach,Sandy,23 to 30,Rabi,Vegetable
France,Pineapple,Clay,12 to36,Zaid,Cash Crop
France,Chickpea,Loamy,21 to 32,Zaid,Fruit
France,Rye,Loamy,16 to 31,Winter,Fruit
France,Fennel,Peaty,12 to 27,Winter,Fruit
France,Sunflower,Chalky,10 to38,Winter,Cash Crop
France,Cotton,Chalky,14 to 28,Kharif,Vegetable
France,Carrot,Peaty,19 to 31,Summer,Pulse
France,Brinjal,Sandy,16 to 34,Summer,Cereal
France,Rye,Silt,15 to 27,Summer,Cereal
France,Garlic,Peaty,15 to 30,Dry,Vegetable
France,Rye,Peaty,23 to 34,Winter,Root
France,Okra,Saline,18  to 26,Summer,Fruit
France,Coffee,Peaty,17 to 31,Kharif,Cereal
France,Rice,Sandy,15 to 28,Kharif,Leafy
France,Oats,Peaty,10 to30,Zaid,Pulse
France,Pear,Silt,13 to 30,Summer,Fruit
France,Artichoke,Clay,15 to 27,Rabi,Leafy
France,Strawberry,Loamy,22 to 32,Dry,Leafy
France,Sugarcane,Sandy,10 to 27,Kharif,Root
France,Rice,Clay,25 to 33,Kharif,Vegetable
France,Cranberry,Clay,23 to 31,Kharif,Pulse
France,Sugarcane,Loamy,23 to 35,Summer,Vegetable
France,Turmeric,Peaty,23 to 33,Winter,Pulse
France,Fennel,Peaty,13 to 28,Zaid,Cash Crop
France,Millet,Chalky,25 to 31,Monsoon,Cereal
France,Lentil,Sandy,24 to 31,Kharif,Cash Crop
France,Turnip,Silt,13  to 32,Dry,Fruit
France,Barley,Silt,25 to 29,Zaid,Fruit
France,Watermelon,Saline,15 to 35,Monsoon,Leafy
France,Spinach,Silt,17 to 33,Winter,Cereal
France,Papaya,Loamy,13 to 37,Summer,Vegetable
France,Blueberry,Chalky,25 to 36,Rabi,Fruit
France,Sorghum,Saline,23 to 33,Winter,Root
France,Avocado,Saline,14 to 34,Monsoon,Cash Crop
France,Peanut,Clay,24 to 29,Winter,Fruit
France,Coffee,Silt,23 to 35,Winter,Leafy
France,Sugarcane,Peaty,21 to 30,Zaid,Leafy
France,Cocoa,Silt, 15 to 28,Zaid,Leafy
France,Blueberry,Peaty,12 to30,Dry,Cereal
France,Ginger,Loamy,22 to 37,Summer,Leafy
France,Peas,Clay,14 to 35,Winter,Leafy
France,Cabbage,Silt,12 to32,Zaid,Root
France,Orange,Clay,17 to 33,Dry,Vegetable
Gabon,Fennel,Clay,19 to 31,Dry,Pulse
Gabon,Wheat,Peaty,13 to 34,Rabi,Leafy
Gabon,Teff,Silt,15 to 26,Dry,Leafy
Gabon,Rice,Saline,14 to 34,Rabi,Cash Crop
Gabon,Linseed,Chalky,11 to 32,Summer,Cereal
Gabon,Tomato,Sandy,24 to 36,Kharif,Vegetable
Gabon,Orange,Chalky,14 to 33,Monsoon,Vegetable
Gabon,Flax,Sandy,18 to 28,Winter,Vegetable
Gabon,Apple,Chalky,13 to 29,Zaid,Root
Gabon,Pineapple,Saline,15  to 33,Dry,Vegetable
Gabon,Orange,Sandy,17 to 32,Summer,Leafy
Gabon,Cranberry,Silt, 13 to 34,Winter,Leafy
Gabon,Strawberry,Sandy,19 to 35,Winter,Leafy
Gabon,Leek,Clay,23 to 30,Dry,Root
Gabon,Brinjal,Sandy,21 to 38,Dry,Vegetable
Gabon,Melon,Sandy,24 to 27,Winter,Root
Gabon,Cassava,Sandy,15 to 29,Dry,Cash Crop
Gabon,Cranberry,Clay,18 to 34,Rabi,Leafy
Gabon,Ginger,Saline,25 to 27,Rabi,Root
Gabon,Plum,Loamy, 14 to 28,Dry,Cereal
Gabon,Ginger,Loamy,12 to35,Zaid,Cereal
Gabon,Wheat,Sandy,25 to 38,Dry,Fruit
Gabon,Pumpkin,Loamy,21 to 34,Summer,Root
Gabon,Pineapple,Silt,14 to 38,Dry,Cash Crop
Gabon,Coconut,Sandy,22 to 30,Zaid,Pulse
Gabon,Avocado,Loamy,23 to 33,Winter,Root
Gabon,Beetroot,Clay, 15 to 34,Dry,Pulse
Gabon,Sunflower,Clay,13 to 36,Winter,Root
Gabon,Lentil,Loamy,11 to33,Winter,Pulse
Gabon,Garlic,Peaty,25 to 34,Rabi,Pulse
Gabon,Wheat,Loamy,18 to 35,Rabi,Root
Gabon,Peanut,Saline,19 to 31,Zaid,Cereal
Gabon,Banana,Saline,14 to 37,Zaid,Cereal
Gabon,Teff,Clay,17 to 34,Winter,Cash Crop
Gabon,Lentil,Silt,12 to34,Rabi,Fruit
Gabon,Barley,Clay,19 to 37,Dry,Cereal
Gabon,Beetroot,Clay,14 to 33,Dry,Pulse
Gabon,Rice,Loamy,18 to 30,Rabi,Fruit
Gabon,Radish,Sandy,23 to 32,Dry,Fruit
Gabon,Spinach,Sandy,17 to 36,Rabi,Pulse
Gabon,Peas,Clay,14 to 26,Kharif,Leafy
Gabon,Spinach,Loamy,18 to 38,Winter,Leafy
Gabon,Beetroot,Sandy,11 to33,Kharif,Fruit
Gabon,Flax,Sandy,21 to 32,Summer,Fruit
Gabon,Cotton,Sandy,19 to 27,Summer,Root
Gabon,Leek,Clay,22 to 27,Dry,Root
Gabon,Soybean,Chalky,11 to36,Dry,Fruit
Gabon,Soybean,Clay,14  to 37,Summer,Vegetable
Gabon,Brinjal,Clay,25 to 38,Dry,Cash Crop
Gabon,Rye,Loamy, 13 to 27,Monsoon,Vegetable
Gabon,Peas,Loamy,13 to 27,Summer,Cereal
Gabon,Peanut,Sandy,22 to 27,Monsoon,Vegetable
Gabon,Mustard,Silt,15 to 33,Dry,Cereal
